user_id,signup_date,channel,plan_type,funnel_stage,recency_days,frequency_sessions,monetary_spent,design_count,export_count,share_count,avg_session_duration,features_used,trial_days_remaining,days_since_signup,has_completed_core_action,email_opened_last_campaign,churn_risk_score
U0001,2026-03-06,社交媒体,试用版,首次使用,35,4,0.0,4,1,0,7.9,4,0,34,True,False,85
U0002,2026-01-14,付费广告,免费版,首次使用,27,6,0.0,7,2,1,33.6,7,0,85,True,False,67
U0003,2026-02-02,付费广告,专业版,已注册,55,1,0.0,0,0,0,29.2,1,0,66,False,False,100
U0004,2026-02-14,直接访问,专业版,已活跃,13,3,0.0,5,1,0,27.1,5,0,54,True,False,33
U0005,2026-03-26,社交媒体,专业版,已活跃,8,30,0.0,25,3,4,18.8,15,0,14,True,False,28
U0006,2026-03-26,自然搜索,免费版,首次使用,18,5,0.0,4,0,0,17.3,2,0,14,True,False,58
U0007,2026-04-03,推荐,免费版,已活跃,9,19,0.0,16,6,2,3.9,12,0,6,True,True,29
U0008,2026-01-21,直接访问,专业版,已付费,2,22,852.73,19,9,2,11.4,14,0,78,True,False,2
U0009,2026-02-14,推荐,试用版,首次使用,12,7,0.0,6,1,0,2.7,5,0,54,True,True,62
U0010,2026-02-04,社交媒体,免费版,已活跃,3,11,0.0,12,2,0,27.0,15,0,64,True,True,23
U0011,2026-04-07,社交媒体,试用版,已活跃,7,37,0.0,27,7,2,6.6,15,12,2,True,False,37
U0012,2026-01-12,付费广告,企业版,已付费,10,60,1578.19,86,42,10,39.5,15,0,87,True,False,10
U0013,2026-01-24,推荐,企业版,已付费,5,49,1376.31,79,16,13,24.5,15,0,75,True,False,5
U0014,2026-03-21,直接访问,试用版,已注册,37,1,0.0,0,0,0,32.1,1,0,19,False,False,100
U0015,2026-03-23,自然搜索,专业版,首次使用,7,4,0.0,4,1,0,19.7,6,0,17,True,False,47
U0016,2026-03-23,自然搜索,企业版,已注册,83,1,0.0,0,0,0,26.1,1,0,17,False,True,100
U0017,2026-03-12,付费广告,试用版,首次使用,30,1,0.0,1,0,0,42.5,1,0,28,True,True,80
U0018,2026-02-21,直接访问,免费版,已付费,6,48,2771.1,54,18,10,5.6,15,0,47,True,True,6
U0019,2026-03-01,推荐,企业版,已活跃,2,5,0.0,6,2,0,12.9,4,0,39,True,False,22
U0020,2026-03-14,自然搜索,试用版,已付费,5,33,3958.36,65,12,5,35.5,15,0,26,True,True,15
U0021,2026-02-13,社交媒体,免费版,已注册,86,1,0.0,0,0,0,6.2,1,0,55,False,False,100
U0022,2026-03-27,付费广告,试用版,已付费,6,106,777.76,93,26,3,5.3,15,1,13,True,False,16
U0023,2026-03-13,推荐,企业版,已活跃,11,10,0.0,20,5,2,17.5,13,0,27,True,True,31
U0024,2026-03-07,直接访问,企业版,首次使用,41,1,0.0,2,0,0,6.0,1,0,33,True,False,81
U0025,2026-02-27,直接访问,企业版,已活跃,13,9,0.0,13,3,1,27.2,12,0,41,True,False,33
U0026,2026-01-29,付费广告,免费版,首次使用,36,1,0.0,1,0,0,11.7,1,0,70,True,True,76
U0027,2026-03-22,付费广告,专业版,已活跃,12,22,0.0,23,6,2,40.5,15,0,18,True,False,32
U0028,2026-02-22,自然搜索,专业版,已活跃,5,4,0.0,6,2,0,35.7,8,0,46,True,False,25
U0029,2026-02-15,自然搜索,试用版,已活跃,10,24,0.0,20,6,2,32.1,14,0,53,True,False,40
U0030,2026-04-04,直接访问,专业版,已付费,3,56,618.13,42,18,7,28.5,15,0,5,True,False,3
U0031,2026-02-13,直接访问,试用版,已浏览,58,1,0.0,0,0,0,39.1,1,0,55,False,False,100
U0032,2026-03-24,推荐,免费版,已活跃,2,13,0.0,9,3,0,11.6,12,0,16,True,False,22
U0033,2026-04-03,推荐,试用版,已活跃,8,7,0.0,8,3,0,39.5,14,8,6,True,True,38
U0034,2026-01-14,社交媒体,试用版,已浏览,71,1,0.0,0,0,0,35.9,1,0,85,False,False,100
U0035,2026-01-13,直接访问,试用版,首次使用,40,10,0.0,7,1,1,34.2,9,0,86,True,False,90
U0036,2026-01-27,推荐,免费版,已浏览,30,1,0.0,1,0,0,26.1,1,0,72,True,True,90
U0037,2026-03-12,直接访问,试用版,已浏览,60,1,0.0,1,0,0,12.6,1,0,28,True,False,100
U0038,2026-03-31,自然搜索,专业版,已付费,13,45,206.29,84,21,12,20.2,15,0,9,True,False,13
U0039,2026-02-07,付费广告,试用版,已浏览,77,1,0.0,1,0,0,36.1,1,0,61,True,False,100
U0040,2026-02-28,自然搜索,试用版,首次使用,24,3,0.0,7,1,1,3.4,5,0,40,True,False,74
U0041,2026-03-29,推荐,免费版,已活跃,6,22,0.0,18,7,3,35.6,15,0,11,True,False,26
U0042,2026-02-23,社交媒体,专业版,首次使用,23,7,0.0,7,1,0,12.3,11,0,45,True,False,63
U0043,2026-04-05,自然搜索,试用版,首次使用,44,6,0.0,5,2,0,8.2,9,10,4,True,False,94
U0044,2026-01-18,社交媒体,免费版,首次使用,20,1,0.0,2,0,0,7.0,2,0,81,True,False,60
U0045,2026-03-16,社交媒体,专业版,已付费,6,30,131.81,35,15,2,3.2,15,0,24,True,False,6
U0046,2026-02-09,付费广告,免费版,首次使用,31,2,0.0,4,1,0,24.5,3,0,59,True,False,71
U0047,2026-03-12,自然搜索,试用版,已活跃,13,22,0.0,26,2,2,11.4,15,0,28,True,False,43
U0048,2026-02-21,社交媒体,试用版,首次使用,28,8,0.0,6,2,0,44.5,5,0,47,True,False,78
U0049,2026-02-19,付费广告,专业版,已注册,32,1,0.0,0,0,0,26.7,1,0,49,False,False,100
U0050,2026-03-23,直接访问,试用版,首次使用,25,1,0.0,1,0,0,7.9,1,0,17,True,False,75
U0051,2026-01-12,付费广告,专业版,已付费,8,61,146.47,46,21,8,31.6,15,0,87,True,True,8
U0052,2026-01-30,直接访问,免费版,已活跃,11,24,0.0,28,4,3,40.6,15,0,69,True,False,31
U0053,2026-01-15,社交媒体,企业版,已付费,1,33,4252.74,30,7,5,34.0,15,0,84,True,False,1
U0054,2026-01-19,社交媒体,专业版,已付费,2,54,205.18,91,35,14,5.3,15,0,80,True,True,2
U0055,2026-02-14,直接访问,企业版,已活跃,1,4,0.0,7,3,0,40.5,7,0,54,True,False,21
U0056,2026-01-16,付费广告,试用版,已浏览,30,1,0.0,0,0,0,36.1,1,0,83,False,False,100
U0057,2026-04-01,自然搜索,专业版,已付费,3,103,139.64,96,19,15,8.8,15,0,8,True,False,3
U0058,2026-03-22,自然搜索,免费版,首次使用,27,1,0.0,2,0,0,4.2,3,0,18,True,True,67
U0059,2026-04-04,直接访问,免费版,已付费,12,48,2469.55,46,10,7,26.0,15,0,5,True,False,12
U0060,2026-03-11,社交媒体,免费版,已付费,5,99,4296.97,97,37,5,8.7,15,0,29,True,False,5
U0061,2026-03-05,社交媒体,专业版,已活跃,4,16,0.0,19,9,2,37.9,15,0,35,True,True,24
U0062,2026-03-15,自然搜索,企业版,已活跃,0,24,0.0,21,8,3,17.4,15,0,25,True,False,20
U0063,2026-01-25,自然搜索,专业版,已付费,2,123,335.17,98,43,6,41.3,15,0,74,True,False,2
U0064,2026-03-08,自然搜索,免费版,首次使用,7,2,0.0,5,0,0,26.3,2,0,32,True,True,47
U0065,2026-03-14,付费广告,免费版,已付费,10,14,2396.71,21,8,1,9.9,15,0,26,True,False,10
U0066,2026-02-19,社交媒体,专业版,已活跃,4,32,0.0,27,11,4,8.0,15,0,49,True,False,24
U0067,2026-03-27,付费广告,试用版,首次使用,22,4,0.0,5,0,0,26.8,5,1,13,True,True,72
U0068,2026-01-27,付费广告,试用版,已注册,73,1,0.0,0,0,0,34.8,1,0,72,False,True,100
U0069,2026-04-02,推荐,试用版,首次使用,32,1,0.0,1,0,0,35.6,1,7,7,True,True,82
U0070,2026-01-11,付费广告,试用版,首次使用,22,1,0.0,1,0,0,13.9,1,0,88,True,True,72
U0071,2026-01-30,付费广告,试用版,首次使用,34,1,0.0,2,0,0,10.8,1,0,69,True,False,84
U0072,2026-03-22,直接访问,试用版,已浏览,30,1,0.0,0,0,0,2.7,1,0,18,False,False,100
U0073,2026-04-08,付费广告,试用版,已活跃,3,6,0.0,6,0,0,31.2,7,13,1,True,True,33
U0074,2026-01-26,社交媒体,试用版,已活跃,9,11,0.0,12,4,1,5.3,15,0,73,True,True,39
U0075,2026-02-05,直接访问,企业版,已活跃,10,34,0.0,27,8,3,20.1,15,0,63,True,True,30
U0076,2026-02-03,推荐,免费版,已注册,46,1,0.0,0,0,0,27.9,1,0,65,False,False,100
U0077,2026-01-30,自然搜索,试用版,已注册,86,1,0.0,0,0,0,42.3,1,0,69,False,True,100
U0078,2026-04-02,推荐,免费版,已活跃,10,11,0.0,9,2,0,15.4,10,0,7,True,False,30
U0079,2026-03-08,付费广告,试用版,首次使用,29,4,0.0,6,2,0,12.7,4,0,32,True,False,79
U0080,2026-03-29,自然搜索,企业版,已付费,6,38,678.65,42,11,2,30.1,15,0,11,True,True,6
U0081,2026-01-22,付费广告,专业版,已活跃,11,23,0.0,19,6,2,28.6,15,0,77,True,False,31
U0082,2026-02-12,推荐,试用版,已浏览,82,1,0.0,1,0,0,16.3,1,0,56,True,False,100
U0083,2026-03-10,付费广告,免费版,已活跃,6,4,0.0,4,1,0,41.9,3,0,30,True,False,26
U0084,2026-04-03,付费广告,专业版,已活跃,11,19,0.0,28,9,3,38.3,15,0,6,True,False,31
U0085,2026-03-12,社交媒体,企业版,已付费,1,57,2519.85,52,15,4,11.6,15,0,28,True,True,1
U0086,2026-03-11,自然搜索,免费版,已浏览,75,1,0.0,0,0,0,12.3,1,0,29,False,True,100
U0087,2026-02-03,自然搜索,免费版,已活跃,12,12,0.0,9,1,1,24.0,4,0,65,True,False,32
U0088,2026-02-11,自然搜索,试用版,首次使用,10,7,0.0,6,0,1,35.3,5,0,57,True,True,60
U0089,2026-01-20,自然搜索,企业版,已活跃,13,23,0.0,19,3,3,3.9,15,0,79,True,True,33
U0090,2026-02-25,自然搜索,试用版,已活跃,13,20,0.0,19,6,0,31.8,14,0,43,True,True,43
U0091,2026-03-29,自然搜索,企业版,已付费,6,85,3098.26,79,31,13,29.9,15,0,11,True,True,6
U0092,2026-02-04,社交媒体,免费版,已付费,2,50,3068.08,79,24,12,12.0,15,0,64,True,False,2
U0093,2026-01-31,自然搜索,免费版,已浏览,31,1,0.0,1,0,0,31.3,1,0,68,True,True,91
U0094,2026-02-18,付费广告,免费版,已浏览,39,1,0.0,0,0,0,42.4,1,0,50,False,False,99
U0095,2026-01-30,直接访问,试用版,已活跃,1,17,0.0,12,5,0,4.0,15,0,69,True,False,31
U0096,2026-02-24,付费广告,试用版,首次使用,23,4,0.0,5,1,0,15.7,8,0,44,True,False,73
U0097,2026-02-21,社交媒体,试用版,已浏览,66,1,0.0,0,0,0,20.8,1,0,47,False,True,100
U0098,2026-03-01,自然搜索,试用版,已注册,41,1,0.0,0,0,0,40.7,1,0,39,False,False,100
U0099,2026-04-06,自然搜索,专业版,已浏览,35,1,0.0,1,0,0,43.4,1,0,3,True,True,95
U0100,2026-03-30,自然搜索,试用版,已活跃,5,29,0.0,24,6,2,21.1,15,4,10,True,False,35
U0101,2026-04-06,自然搜索,试用版,已浏览,61,1,0.0,1,0,0,34.3,1,11,3,True,False,100
U0102,2026-02-11,自然搜索,企业版,已活跃,8,27,0.0,27,11,2,24.9,15,0,57,True,False,28
U0103,2026-03-12,自然搜索,专业版,已活跃,3,5,0.0,4,0,0,25.1,2,0,28,True,False,23
U0104,2026-02-22,自然搜索,企业版,已活跃,0,11,0.0,12,3,0,14.0,8,0,46,True,False,20
U0105,2026-01-18,自然搜索,企业版,已浏览,83,1,0.0,1,0,0,11.3,1,0,81,True,False,100
U0106,2026-03-17,付费广告,试用版,首次使用,12,3,0.0,3,0,0,14.4,2,0,23,True,False,62
U0107,2026-03-03,自然搜索,试用版,已注册,48,1,0.0,0,0,0,25.9,1,0,37,False,False,100
U0108,2026-01-31,付费广告,专业版,已付费,1,27,398.18,48,21,4,3.3,15,0,68,True,True,1
U0109,2026-03-19,付费广告,免费版,已浏览,35,1,0.0,1,0,0,41.0,1,0,21,True,False,95
U0110,2026-04-02,社交媒体,试用版,首次使用,39,5,0.0,4,0,0,8.7,7,7,7,True,False,89
U0111,2026-03-14,自然搜索,专业版,已付费,6,93,382.98,97,30,17,11.5,15,0,26,True,False,6
U0112,2026-03-25,直接访问,试用版,首次使用,29,10,0.0,7,3,0,24.3,6,0,15,True,False,79
U0113,2026-01-16,社交媒体,试用版,首次使用,32,7,0.0,6,2,0,32.5,4,0,83,True,False,82
U0114,2026-01-27,自然搜索,免费版,首次使用,19,5,0.0,4,0,0,6.1,4,0,72,True,True,59
U0115,2026-02-11,直接访问,免费版,首次使用,13,3,0.0,3,0,0,15.7,1,0,57,True,False,53
U0116,2026-01-21,推荐,免费版,已活跃,11,7,0.0,12,3,1,43.7,6,0,78,True,True,31
U0117,2026-01-27,自然搜索,试用版,已付费,10,52,978.81,73,24,1,13.3,15,0,72,True,False,20
U0118,2026-03-23,自然搜索,专业版,已付费,9,69,429.12,72,29,9,15.5,15,0,17,True,True,9
U0119,2026-01-19,直接访问,试用版,首次使用,39,1,0.0,1,0,0,38.0,1,0,80,True,True,89
U0120,2026-02-19,社交媒体,试用版,已活跃,3,8,0.0,9,4,0,4.2,7,0,49,True,False,33
U0121,2026-01-27,自然搜索,专业版,已活跃,12,31,0.0,23,2,4,22.0,15,0,72,True,False,32
U0122,2026-01-19,自然搜索,企业版,已浏览,84,1,0.0,1,0,0,18.3,1,0,80,True,True,100
U0123,2026-03-11,付费广告,专业版,已付费,10,39,188.55,35,3,1,15.6,15,0,29,True,False,10
U0124,2026-03-30,付费广告,专业版,已付费,8,104,788.94,77,19,12,14.3,15,0,10,True,True,8
U0125,2026-03-19,社交媒体,免费版,已浏览,34,1,0.0,1,0,0,5.9,1,0,21,True,True,94
U0126,2026-03-01,付费广告,免费版,已活跃,12,20,0.0,22,6,3,15.5,15,0,39,True,False,32
U0127,2026-01-26,付费广告,试用版,已浏览,31,1,0.0,1,0,0,3.9,1,0,73,True,False,100
U0128,2026-01-22,社交媒体,免费版,已活跃,6,17,0.0,17,6,1,35.6,15,0,77,True,True,26
U0129,2026-04-08,自然搜索,试用版,已注册,87,1,0.0,0,0,0,19.1,1,13,1,False,True,100
U0130,2026-02-22,自然搜索,试用版,首次使用,39,4,0.0,5,2,0,21.1,6,0,46,True,True,89
U0131,2026-03-02,社交媒体,专业版,已付费,6,102,968.65,88,42,9,40.4,15,0,38,True,True,6
U0132,2026-03-20,直接访问,免费版,首次使用,44,3,0.0,6,1,0,30.3,7,0,20,True,False,84
U0133,2026-03-29,付费广告,试用版,首次使用,22,4,0.0,4,1,0,2.3,7,3,11,True,False,72
U0134,2026-03-09,付费广告,试用版,已活跃,13,21,0.0,16,4,3,42.6,15,0,31,True,True,43
U0135,2026-01-15,自然搜索,免费版,已付费,12,43,4864.34,36,3,3,12.2,15,0,84,True,False,12
U0136,2026-03-11,付费广告,试用版,已浏览,55,1,0.0,0,0,0,6.6,1,0,29,False,False,100
U0137,2026-02-21,付费广告,专业版,已活跃,2,14,0.0,11,4,1,35.0,15,0,47,True,True,22
U0138,2026-02-05,自然搜索,免费版,已浏览,44,1,0.0,1,0,0,23.5,1,0,63,True,False,100
U0139,2026-03-07,自然搜索,免费版,已付费,2,96,4391.82,67,9,2,20.7,15,0,33,True,False,2
U0140,2026-01-12,付费广告,免费版,已付费,6,48,3202.56,37,16,3,12.7,15,0,87,True,True,6
U0141,2026-01-13,自然搜索,专业版,已付费,12,41,729.78,35,10,5,25.5,15,0,86,True,True,12
U0142,2026-03-17,付费广告,试用版,已活跃,1,9,0.0,19,8,1,13.8,10,0,23,True,False,31
U0143,2026-02-23,自然搜索,免费版,已活跃,0,3,0.0,4,1,0,40.8,7,0,45,True,False,20
U0144,2026-03-13,付费广告,免费版,已活跃,8,28,0.0,27,8,0,11.3,15,0,27,True,True,28
U0145,2026-03-14,自然搜索,试用版,已注册,70,1,0.0,0,0,0,40.0,1,0,26,False,True,100
U0146,2026-04-05,直接访问,专业版,已付费,6,9,355.69,12,2,2,26.1,15,0,4,True,False,6
U0147,2026-02-13,社交媒体,专业版,首次使用,13,5,0.0,4,1,0,37.6,3,0,55,True,False,53
U0148,2026-02-23,社交媒体,免费版,已付费,2,70,3337.47,51,9,2,32.7,15,0,45,True,False,2
U0149,2026-04-04,直接访问,专业版,已付费,9,20,509.08,15,7,1,32.0,14,0,5,True,False,9
U0150,2026-03-15,付费广告,专业版,已付费,1,43,532.82,48,15,7,15.9,15,0,25,True,True,1
U0151,2026-01-18,自然搜索,专业版,已注册,72,1,0.0,0,0,0,12.1,1,0,81,False,False,100
U0152,2026-03-18,付费广告,专业版,已活跃,6,12,0.0,22,3,2,11.1,15,0,22,True,False,26
U0153,2026-03-27,社交媒体,免费版,首次使用,7,5,0.0,7,1,1,38.9,9,0,13,True,False,47
U0154,2026-02-24,社交媒体,免费版,首次使用,20,1,0.0,1,0,0,37.3,1,0,44,True,True,60
U0155,2026-01-11,付费广告,免费版,已注册,81,1,0.0,0,0,0,20.9,1,0,88,False,False,100
U0156,2026-03-18,自然搜索,专业版,已付费,5,83,781.0,59,15,9,7.7,15,0,22,True,False,5
U0157,2026-02-08,自然搜索,试用版,首次使用,16,3,0.0,3,0,0,18.4,5,0,60,True,False,66
U0158,2026-01-31,付费广告,专业版,已活跃,6,16,0.0,21,3,1,28.6,15,0,68,True,False,26
U0159,2026-03-18,社交媒体,专业版,已活跃,9,4,0.0,7,2,0,21.5,13,0,22,True,True,29
U0160,2026-02-03,社交媒体,试用版,首次使用,40,3,0.0,3,0,0,35.5,2,0,65,True,False,90
U0161,2026-03-07,付费广告,专业版,已付费,13,10,352.73,20,8,3,44.9,15,0,33,True,False,13
U0162,2026-02-11,推荐,试用版,首次使用,42,5,0.0,4,0,0,10.2,3,0,57,True,False,92
U0163,2026-02-11,社交媒体,试用版,已付费,4,75,1930.18,83,20,4,21.8,15,0,57,True,False,14
