user_id,signup_date,channel,plan_type,funnel_stage,recency_days,frequency_sessions,monetary_spent,design_count,export_count,share_count,avg_session_duration,features_used,trial_days_remaining,days_since_signup,has_completed_core_action,email_opened_last_campaign,churn_risk_score
U0332,2026-01-31,付费广告,专业版,已付费,12,105,232.16,72,18,10,28.8,15,0,68,True,True,12
U0333,2026-04-07,自然搜索,试用版,首次使用,29,4,0.0,3,0,0,36.7,3,12,2,True,True,79
U0334,2026-03-29,自然搜索,企业版,已付费,0,16,4929.95,13,5,1,38.2,6,0,11,True,True,0
U0335,2026-04-04,付费广告,企业版,已付费,13,52,1439.94,67,28,5,22.8,15,0,5,True,False,13
U0336,2026-04-05,付费广告,免费版,已活跃,11,17,0.0,27,10,4,35.4,15,0,4,True,False,31
U0337,2026-01-22,推荐,试用版,已注册,31,1,0.0,0,0,0,30.9,1,0,77,False,False,100
U0338,2026-02-05,付费广告,免费版,首次使用,26,4,0.0,7,1,1,33.1,12,0,63,True,True,66
U0339,2026-02-25,社交媒体,试用版,已付费,3,63,1085.59,47,6,8,23.2,15,0,43,True,False,13
U0340,2026-03-31,社交媒体,试用版,已浏览,88,1,0.0,0,0,0,29.2,1,5,9,False,False,100
U0341,2026-02-24,自然搜索,试用版,已浏览,75,1,0.0,0,0,0,36.6,1,0,44,False,False,100
U0342,2026-02-25,社交媒体,免费版,首次使用,9,7,0.0,5,1,0,19.1,3,0,43,True,False,49
U0343,2026-03-24,自然搜索,专业版,已活跃,6,5,0.0,5,1,0,36.7,7,0,16,True,True,26
U0344,2026-03-01,推荐,专业版,已付费,11,71,282.18,66,30,4,27.5,15,0,39,True,True,11
U0345,2026-03-04,自然搜索,专业版,已付费,7,65,791.16,62,20,7,9.1,15,0,36,True,True,7
U0346,2026-02-13,付费广告,免费版,已浏览,31,1,0.0,1,0,0,3.1,1,0,55,True,True,91
U0347,2026-02-11,自然搜索,试用版,已注册,65,1,0.0,0,0,0,17.6,1,0,57,False,True,100
U0348,2026-04-04,推荐,试用版,已浏览,43,1,0.0,1,0,0,25.5,1,9,5,True,True,100
U0349,2026-03-06,付费广告,企业版,已付费,2,33,2413.78,23,3,3,38.1,15,0,34,True,False,2
U0350,2026-02-12,社交媒体,试用版,首次使用,40,5,0.0,4,1,0,7.5,2,0,56,True,False,90
U0351,2026-02-23,自然搜索,专业版,已活跃,11,11,0.0,14,6,0,36.4,15,0,45,True,False,31
U0352,2026-01-22,社交媒体,免费版,已付费,12,31,3043.37,26,3,4,39.1,15,0,77,True,False,12
U0353,2026-02-09,自然搜索,免费版,已付费,13,51,593.54,48,15,1,8.5,15,0,59,True,False,13
U0354,2026-03-25,直接访问,专业版,已付费,5,15,129.99,18,8,1,38.6,15,0,15,True,True,5
U0355,2026-04-02,自然搜索,免费版,已付费,12,128,2505.21,86,28,1,44.6,15,0,7,True,False,12
U0356,2026-02-10,自然搜索,专业版,已活跃,3,8,0.0,17,7,0,33.3,15,0,58,True,True,23
U0357,2026-04-06,自然搜索,企业版,已付费,5,68,4173.95,91,43,16,35.7,15,0,3,True,False,5
U0358,2026-02-15,付费广告,免费版,首次使用,24,3,0.0,3,0,0,44.8,5,0,53,True,True,64
U0359,2026-01-15,社交媒体,试用版,已活跃,11,3,0.0,3,0,0,28.0,1,0,84,True,False,41
U0360,2026-02-16,自然搜索,免费版,已活跃,3,8,0.0,8,3,0,15.2,14,0,52,True,True,23
U0361,2026-03-05,直接访问,企业版,已付费,10,40,4482.57,32,11,4,38.0,15,0,35,True,True,10
U0362,2026-02-10,付费广告,试用版,首次使用,36,3,0.0,3,0,0,28.4,1,0,58,True,False,86
U0363,2026-02-27,付费广告,免费版,已浏览,82,1,0.0,0,0,0,27.0,1,0,41,False,True,100
U0364,2026-02-19,付费广告,免费版,已活跃,2,2,0.0,4,1,0,12.9,3,0,49,True,False,22
U0365,2026-01-15,付费广告,专业版,已付费,7,48,177.04,55,25,9,34.5,15,0,84,True,False,7
U0366,2026-03-05,社交媒体,试用版,已付费,6,34,2921.63,47,20,4,5.5,15,0,35,True,False,16
U0367,2026-01-13,自然搜索,专业版,已注册,61,1,0.0,0,0,0,41.7,1,0,86,False,False,100
U0368,2026-01-18,自然搜索,企业版,首次使用,25,6,0.0,6,0,0,16.0,4,0,81,True,False,65
U0369,2026-03-22,直接访问,试用版,已注册,35,1,0.0,0,0,0,7.5,1,0,18,False,True,100
U0370,2026-04-02,推荐,试用版,已活跃,3,4,0.0,6,2,0,21.0,7,7,7,True,False,33
U0371,2026-03-31,付费广告,企业版,已付费,10,59,4608.53,81,14,9,3.8,15,0,9,True,False,10
U0372,2026-04-07,自然搜索,试用版,已浏览,82,1,0.0,1,0,0,31.4,1,12,2,True,False,100
U0373,2026-03-31,社交媒体,专业版,已付费,10,63,448.18,44,6,8,40.8,15,0,9,True,True,10
U0374,2026-02-07,付费广告,免费版,已付费,4,31,4232.05,28,10,2,38.0,15,0,61,True,False,4
U0375,2026-04-02,自然搜索,试用版,已活跃,6,22,0.0,16,7,2,7.5,15,7,7,True,False,36
U0376,2026-03-11,自然搜索,专业版,已付费,10,119,219.33,93,19,9,7.4,15,0,29,True,False,10
U0377,2026-01-23,社交媒体,免费版,已活跃,4,20,0.0,19,5,1,37.0,15,0,76,True,False,24
U0378,2026-04-06,社交媒体,免费版,已活跃,10,13,0.0,27,9,4,41.7,15,0,3,True,True,30
U0379,2026-01-26,自然搜索,试用版,已浏览,44,1,0.0,1,0,0,21.8,1,0,73,True,False,100
U0380,2026-03-14,自然搜索,免费版,已活跃,2,31,0.0,26,3,4,23.5,15,0,26,True,False,22
U0381,2026-03-29,自然搜索,试用版,首次使用,11,6,0.0,6,1,1,15.7,3,3,11,True,False,61
U0382,2026-02-05,社交媒体,试用版,已活跃,6,35,0.0,28,7,4,40.5,15,0,63,True,False,36
U0383,2026-02-12,自然搜索,企业版,已付费,4,97,4708.28,96,42,2,29.7,15,0,56,True,True,4
U0384,2026-01-20,自然搜索,试用版,已活跃,4,28,0.0,24,6,3,14.4,15,0,79,True,False,34
U0385,2026-02-02,直接访问,免费版,已浏览,38,1,0.0,1,0,0,14.8,1,0,66,True,False,98
U0386,2026-01-27,自然搜索,试用版,首次使用,21,1,0.0,1,0,0,40.3,1,0,72,True,False,71
U0387,2026-03-14,社交媒体,专业版,已注册,32,1,0.0,0,0,0,2.6,1,0,26,False,False,100
U0388,2026-03-24,自然搜索,试用版,已浏览,58,1,0.0,0,0,0,15.9,1,0,16,False,True,100
U0389,2026-02-01,自然搜索,企业版,已付费,5,70,3880.4,60,26,6,25.8,15,0,67,True,False,5
U0390,2026-01-27,自然搜索,免费版,已付费,0,15,4735.0,12,2,1,8.4,9,0,72,True,True,0
U0391,2026-01-10,社交媒体,试用版,已注册,55,1,0.0,0,0,0,6.0,1,0,89,False,False,100
U0392,2026-03-03,直接访问,试用版,首次使用,27,2,0.0,2,0,0,37.1,3,0,37,True,False,77
U0393,2026-03-06,直接访问,试用版,已活跃,7,15,0.0,21,8,2,40.5,15,0,34,True,False,37
U0394,2026-01-29,付费广告,免费版,已浏览,50,1,0.0,0,0,0,37.4,1,0,70,False,False,100
U0395,2026-03-09,社交媒体,试用版,首次使用,17,3,0.0,4,1,0,40.6,5,0,31,True,False,67
U0396,2026-01-16,自然搜索,专业版,已付费,5,118,707.96,93,36,11,25.8,15,0,83,True,False,5
U0397,2026-01-22,自然搜索,免费版,已活跃,7,9,0.0,15,5,0,36.9,15,0,77,True,False,27
U0398,2026-03-01,直接访问,试用版,已浏览,71,1,0.0,0,0,0,18.5,1,0,39,False,True,100
U0399,2026-02-01,自然搜索,免费版,首次使用,30,4,0.0,6,2,0,30.6,11,0,67,True,True,70
U0400,2026-01-31,自然搜索,专业版,已付费,12,97,426.06,72,8,7,44.5,15,0,68,True,True,12
U0401,2026-03-30,自然搜索,试用版,首次使用,41,1,0.0,1,0,0,11.7,1,4,10,True,False,91
U0402,2026-01-18,自然搜索,试用版,已注册,84,1,0.0,0,0,0,18.8,1,0,81,False,True,100
U0403,2026-02-23,自然搜索,试用版,已活跃,13,37,0.0,29,4,2,22.6,15,0,45,True,False,43
U0404,2026-01-25,社交媒体,专业版,已注册,84,1,0.0,0,0,0,7.9,1,0,74,False,False,100
U0405,2026-03-11,付费广告,免费版,已活跃,13,17,0.0,25,12,0,5.5,15,0,29,True,False,33
U0406,2026-01-19,直接访问,免费版,已浏览,39,1,0.0,0,0,0,37.7,1,0,80,False,False,99
U0407,2026-03-05,直接访问,专业版,已付费,11,27,943.36,28,10,5,44.0,15,0,35,True,False,11
U0408,2026-04-08,付费广告,专业版,已活跃,5,21,0.0,17,4,0,19.4,12,0,1,True,True,25
U0409,2026-01-18,自然搜索,免费版,首次使用,40,5,0.0,4,1,0,5.8,5,0,81,True,False,80
U0410,2026-03-31,付费广告,专业版,首次使用,16,4,0.0,6,0,0,4.8,5,0,9,True,False,56
U0411,2026-03-11,社交媒体,试用版,已浏览,87,1,0.0,1,0,0,40.3,1,0,29,True,True,100
U0412,2026-01-14,自然搜索,试用版,已活跃,0,9,0.0,8,2,1,21.9,4,0,85,True,False,30
U0413,2026-01-14,社交媒体,试用版,已付费,0,68,1739.05,62,26,9,15.8,15,0,85,True,False,10
U0414,2026-02-16,付费广告,试用版,已浏览,32,1,0.0,0,0,0,22.5,1,0,52,False,False,100
U0415,2026-02-11,社交媒体,免费版,首次使用,37,2,0.0,4,1,0,15.7,3,0,57,True,True,77
U0416,2026-02-28,付费广告,企业版,已付费,2,52,1993.78,49,6,8,23.0,15,0,40,True,False,2
U0417,2026-03-13,自然搜索,试用版,已活跃,0,21,0.0,19,7,0,39.0,15,0,27,True,True,30
U0418,2026-03-10,推荐,试用版,首次使用,18,4,0.0,6,1,1,27.5,10,0,30,True,True,68
U0419,2026-02-08,直接访问,免费版,首次使用,10,1,0.0,1,0,0,31.9,1,0,60,True,False,50
U0420,2026-02-01,自然搜索,企业版,已活跃,9,4,0.0,3,1,0,17.7,5,0,67,True,False,29
U0421,2026-01-28,直接访问,试用版,首次使用,19,5,0.0,4,1,0,33.8,5,0,71,True,False,69
U0422,2026-01-28,付费广告,免费版,已注册,63,1,0.0,0,0,0,30.7,1,0,71,False,True,100
U0423,2026-03-31,直接访问,试用版,首次使用,27,1,0.0,1,0,0,7.1,1,5,9,True,False,77
U0424,2026-02-23,直接访问,试用版,已浏览,51,1,0.0,1,0,0,26.6,1,0,45,True,False,100
U0425,2026-04-03,付费广告,企业版,已付费,8,104,3652.64,84,19,14,13.0,15,0,6,True,True,8
U0426,2026-02-19,自然搜索,企业版,已浏览,33,1,0.0,0,0,0,36.6,1,0,49,False,False,93
U0427,2026-02-28,自然搜索,试用版,首次使用,24,1,0.0,3,0,0,20.3,3,0,40,True,True,74
U0428,2026-01-19,付费广告,企业版,已活跃,4,8,0.0,11,4,1,44.8,8,0,80,True,False,24
U0429,2026-03-08,社交媒体,免费版,已活跃,2,26,0.0,29,13,3,6.0,15,0,32,True,False,22
U0430,2026-03-29,自然搜索,专业版,已浏览,31,1,0.0,1,0,0,35.6,1,0,11,True,True,91
U0431,2026-03-27,自然搜索,免费版,已活跃,11,9,0.0,11,2,0,31.0,6,0,13,True,True,31
U0432,2026-01-31,直接访问,免费版,已活跃,0,4,0.0,6,2,0,35.0,4,0,68,True,True,20
U0433,2026-02-12,推荐,免费版,已活跃,9,15,0.0,29,8,2,15.2,15,0,56,True,True,29
U0434,2026-03-31,付费广告,免费版,已活跃,1,6,0.0,6,1,1,23.2,3,0,9,True,False,21
U0435,2026-04-01,自然搜索,试用版,首次使用,12,4,0.0,4,0,0,36.2,4,6,8,True,False,62
U0436,2026-02-05,自然搜索,试用版,已活跃,7,11,0.0,10,1,1,12.0,12,0,63,True,True,37
U0437,2026-04-02,自然搜索,试用版,已浏览,80,1,0.0,1,0,0,11.7,1,7,7,True,True,100
U0438,2026-01-25,推荐,专业版,已付费,10,75,787.78,95,31,10,25.7,15,0,74,True,False,10
U0439,2026-02-05,自然搜索,试用版,首次使用,18,1,0.0,1,0,0,24.5,1,0,63,True,False,68
U0440,2026-04-01,社交媒体,免费版,已注册,38,1,0.0,0,0,0,14.1,1,0,8,False,True,100
U0441,2026-04-01,自然搜索,企业版,已浏览,31,1,0.0,1,0,0,14.8,1,0,8,True,True,91
U0442,2026-01-11,社交媒体,试用版,已浏览,37,1,0.0,0,0,0,13.9,1,0,88,False,False,100
U0443,2026-03-06,社交媒体,免费版,已活跃,9,35,0.0,25,6,2,35.2,15,0,34,True,True,29
U0444,2026-03-07,直接访问,免费版,已活跃,10,15,0.0,18,4,0,30.0,15,0,33,True,True,30
U0445,2026-01-26,自然搜索,专业版,已付费,11,67,935.46,71,16,5,37.8,15,0,73,True,False,11
U0446,2026-01-14,自然搜索,试用版,首次使用,42,1,0.0,1,0,0,43.9,1,0,85,True,False,92
U0447,2026-01-11,自然搜索,免费版,首次使用,16,6,0.0,6,1,0,22.4,5,0,88,True,False,56
U0448,2026-01-31,推荐,专业版,首次使用,27,3,0.0,4,1,0,4.9,2,0,68,True,False,67
U0449,2026-03-06,直接访问,企业版,已活跃,3,4,0.0,5,1,0,4.1,9,0,34,True,False,23
U0450,2026-04-01,社交媒体,免费版,首次使用,14,3,0.0,3,0,0,14.7,4,0,8,True,True,54
U0451,2026-01-29,社交媒体,免费版,已注册,65,1,0.0,0,0,0,42.1,1,0,70,False,False,100
U0452,2026-02-18,社交媒体,免费版,已浏览,58,1,0.0,1,0,0,24.5,1,0,50,True,True,100
U0453,2026-03-02,自然搜索,专业版,已付费,9,47,283.32,59,26,10,13.7,15,0,38,True,True,9
U0454,2026-01-18,推荐,免费版,已活跃,11,31,0.0,23,8,2,19.2,15,0,81,True,False,31
U0455,2026-03-30,付费广告,试用版,已付费,12,17,4089.99,30,9,4,27.7,15,4,10,True,False,22
U0456,2026-02-24,付费广告,企业版,已付费,13,116,3822.46,78,33,5,30.1,15,0,44,True,False,13
U0457,2026-04-07,付费广告,免费版,已活跃,5,18,0.0,18,6,2,8.6,15,0,2,True,False,25
U0458,2026-02-26,自然搜索,免费版,首次使用,27,5,0.0,4,0,0,44.0,4,0,42,True,True,67
U0459,2026-04-03,自然搜索,试用版,首次使用,28,7,0.0,5,0,0,25.4,8,8,6,True,True,78
U0460,2026-03-29,社交媒体,免费版,已活跃,4,4,0.0,5,0,0,7.8,3,0,11,True,False,24
U0461,2026-03-29,自然搜索,试用版,已注册,73,1,0.0,0,0,0,40.4,1,3,11,False,False,100
U0462,2026-02-10,社交媒体,免费版,首次使用,36,2,0.0,4,1,0,5.2,5,0,58,True,False,76
U0463,2026-02-01,自然搜索,试用版,已活跃,6,2,0.0,3,1,0,41.0,2,0,67,True,False,36
U0464,2026-02-16,付费广告,免费版,首次使用,26,6,0.0,5,1,0,44.9,8,0,52,True,False,66
U0465,2026-01-13,自然搜索,企业版,已付费,7,63,786.08,82,23,3,32.1,15,0,86,True,False,7
U0466,2026-03-06,付费广告,试用版,首次使用,29,4,0.0,5,0,0,35.1,7,0,34,True,True,79
U0467,2026-03-14,社交媒体,企业版,首次使用,13,1,0.0,1,0,0,16.5,1,0,26,True,False,53
U0468,2026-01-21,自然搜索,免费版,首次使用,15,5,0.0,4,1,0,42.5,6,0,78,True,False,55
U0469,2026-03-20,社交媒体,专业版,已活跃,0,3,0.0,5,2,0,24.8,4,0,20,True,True,20
U0470,2026-01-13,付费广告,专业版,已注册,55,1,0.0,0,0,0,33.5,1,0,86,False,False,100
U0471,2026-04-07,社交媒体,免费版,已注册,67,1,0.0,0,0,0,41.7,1,0,2,False,True,100
U0472,2026-01-12,推荐,专业版,已付费,5,126,447.5,90,32,13,43.9,15,0,87,True,False,5
U0473,2026-04-05,社交媒体,专业版,已活跃,5,4,0.0,4,1,0,37.8,2,0,4,True,True,25
U0474,2026-01-19,自然搜索,免费版,已活跃,12,20,0.0,26,8,5,15.0,15,0,80,True,False,32
U0475,2026-02-21,自然搜索,试用版,已浏览,73,1,0.0,1,0,0,43.6,1,0,47,True,True,100
U0476,2026-01-10,自然搜索,免费版,已付费,5,58,1771.44,74,13,11,29.0,15,0,89,True,False,5
U0477,2026-04-02,社交媒体,专业版,已活跃,11,6,0.0,10,3,1,42.0,15,0,7,True,True,31
U0478,2026-02-18,自然搜索,专业版,已活跃,9,21,0.0,15,5,2,31.1,15,0,50,True,True,29
U0479,2026-01-12,付费广告,专业版,已付费,6,123,373.04,96,44,9,15.2,15,0,87,True,False,6
U0480,2026-02-21,社交媒体,免费版,已付费,13,53,4922.26,56,24,8,17.9,15,0,47,True,False,13
U0481,2026-02-11,付费广告,专业版,首次使用,12,5,0.0,4,0,0,25.7,6,0,57,True,True,52
U0482,2026-02-06,直接访问,试用版,已活跃,0,17,0.0,24,5,1,36.0,15,0,62,True,True,30
U0483,2026-02-27,自然搜索,免费版,首次使用,44,4,0.0,4,1,0,15.7,5,0,41,True,False,84
U0484,2026-02-12,自然搜索,试用版,首次使用,30,8,0.0,6,1,0,26.9,3,0,56,True,False,80
U0485,2026-02-15,社交媒体,试用版,已注册,80,1,0.0,0,0,0,16.9,1,0,53,False,False,100
U0486,2026-01-18,付费广告,试用版,已注册,39,1,0.0,0,0,0,37.1,1,0,81,False,True,100
U0487,2026-04-04,社交媒体,试用版,已活跃,7,13,0.0,17,6,2,22.1,15,9,5,True,False,37
U0488,2026-03-14,付费广告,免费版,首次使用,14,5,0.0,7,2,0,5.3,12,0,26,True,True,54
U0489,2026-01-14,自然搜索,试用版,首次使用,27,1,0.0,1,0,0,9.1,1,0,85,True,True,77
U0490,2026-01-19,直接访问,免费版,已活跃,7,19,0.0,21,4,2,4.6,15,0,80,True,False,27
U0491,2026-02-27,直接访问,试用版,已活跃,5,34,0.0,28,10,5,23.5,15,0,41,True,False,35
U0492,2026-02-12,社交媒体,试用版,已浏览,50,1,0.0,1,0,0,6.6,1,0,56,True,False,100
U0493,2026-03-15,自然搜索,试用版,首次使用,30,5,0.0,5,0,0,6.9,6,0,25,True,True,80
U0494,2026-03-23,社交媒体,试用版,已注册,62,1,0.0,0,0,0,42.5,1,0,17,False,False,100
U0495,2026-02-26,付费广告,免费版,已活跃,10,31,0.0,24,9,3,39.5,15,0,42,True,False,30
U0496,2026-03-08,自然搜索,免费版,已活跃,1,6,0.0,10,4,1,21.4,9,0,32,True,False,21
U0497,2026-02-16,推荐,免费版,已付费,7,29,3391.5,30,8,5,44.4,15,0,52,True,True,7
U0498,2026-04-02,自然搜索,免费版,已注册,57,1,0.0,0,0,0,2.0,1,0,7,False,True,100
U0499,2026-01-12,推荐,试用版,已注册,86,1,0.0,0,0,0,28.4,1,0,87,False,False,100
U0500,2026-01-11,付费广告,专业版,已活跃,3,30,0.0,21,5,3,28.5,15,0,88,True,False,23
